order_id,customer_id,product_id,order_date,quantity,unit_price,total_amount,payment_method,order_status
1964,152,54,2024-07-09,4,159.61,638.44,Tarjeta de crédito,Completada
2823,400,19,2024-07-09,1,92.82,92.82,Tarjeta de crédito,Completada
1353,480,62,2024-07-10,3,127.13,381.39,Tarjeta de crédito,Completada
1124,233,40,2024-07-10,3,130.98,392.94,Tarjeta de débito,Completada
2333,203,37,2024-07-10,4,297.6,1190.4,Tarjeta de crédito,Completada
2146,141,80,2024-07-11,3,79.9,239.7,Transferencia,Completada
1587,187,55,2024-07-11,4,844.98,3379.92,Billetera virtual,Completada
932,15,76,2024-07-11,2,111.18,222.36,Tarjeta de crédito,Completada
2011,119,121,2024-07-11,4,58.56,234.24,Tarjeta de crédito,Completada
1133,299,3,2024-07-12,3,292.23,876.69,Transferencia,Completada
448,17,23,2024-07-12,1,824.07,824.07,Billetera virtual,Completada
2068,377,85,2024-07-13,2,839.71,1679.42,Transferencia,Completada
2874,108,86,2024-07-13,4,213.88,855.52,Billetera virtual,Cancelada
2156,287,50,2024-07-13,2,169.82,339.64,Tarjeta de débito,Completada
1835,412,89,2024-07-14,1,149.38,149.38,Billetera virtual,Completada
2402,487,8,2024-07-14,4,129.5,518.0,Tarjeta de crédito,Completada
426,223,4,2024-07-14,4,87.74,350.96,Tarjeta de crédito,Completada
2682,158,131,2024-07-14,3,114.24,342.72,Tarjeta de crédito,Completada
1677,21,141,2024-07-14,3,608.51,1825.53,Tarjeta de crédito,Completada
2285,94,131,2024-07-14,4,114.24,456.96,Transferencia,Completada
2803,341,137,2024-07-15,2,245.63,491.26,Tarjeta de débito,Cancelada
852,156,46,2024-07-15,1,458.9,458.9,Transferencia,Completada
2413,96,75,2024-07-16,4,142.36,569.44,Tarjeta de crédito,Completada
478,352,47,2024-07-16,2,63.67,127.34,Transferencia,Completada
91,259,89,2024-07-16,3,149.38,448.14,Tarjeta de crédito,Completada
2745,70,136,2024-07-16,3,355.5,1066.5,Tarjeta de débito,Completada
668,219,59,2024-07-16,1,199.85,199.85,Tarjeta de débito,Completada
1625,442,143,2024-07-18,1,248.99,248.99,Tarjeta de débito,Completada
2862,256,28,2024-07-18,3,170.65,511.95,Billetera virtual,Completada
480,265,144,2024-07-18,1,46.23,46.23,Tarjeta de débito,Completada
678,446,70,2024-07-18,4,99.49,397.96,Tarjeta de crédito,Completada
2327,131,83,2024-07-19,3,37.39,112.17,Tarjeta de crédito,Completada
1797,417,42,2024-07-19,3,136.43,409.29,Tarjeta de crédito,Completada
2315,170,51,2024-07-19,1,139.26,139.26,Tarjeta de débito,Completada
772,340,33,2024-07-19,2,193.34,386.68,Tarjeta de crédito,Completada
502,305,5,2024-07-19,2,320.02,640.04,Tarjeta de débito,Completada
490,69,123,2024-07-19,2,78.6,157.2,Tarjeta de débito,Cancelada
2019,352,36,2024-07-19,2,55.34,110.68,Tarjeta de crédito,Completada
812,256,127,2024-07-19,2,354.42,708.84,Tarjeta de crédito,Completada
618,223,85,2024-07-19,1,839.71,839.71,Tarjeta de crédito,Completada
150,417,51,2024-07-19,2,139.26,278.52,Tarjeta de crédito,Completada
2158,191,47,2024-07-20,3,63.67,191.01,Tarjeta de débito,Completada
2810,313,62,2024-07-20,2,127.13,254.26,Tarjeta de débito,Completada
673,110,104,2024-07-20,4,85.81,343.24,Billetera virtual,Completada
708,3,86,2024-07-20,2,213.88,427.76,Tarjeta de crédito,Completada
2114,84,56,2024-07-21,2,1008.65,2017.3,Tarjeta de crédito,Cancelada
1163,89,106,2024-07-21,2,923.88,1847.76,Billetera virtual,Completada
203,369,37,2024-07-21,1,297.6,297.6,Transferencia,Cancelada
1012,467,102,2024-07-21,1,275.73,275.73,Tarjeta de crédito,Completada
1478,228,140,2024-07-21,4,580.95,2323.8,Tarjeta de crédito,Completada
1495,396,73,2024-07-21,3,62.82,188.46,Tarjeta de débito,Completada
113,232,37,2024-07-21,1,297.6,297.6,Tarjeta de crédito,Completada
47,29,21,2024-07-21,3,441.16,1323.48,Transferencia,Completada
335,421,80,2024-07-22,1,79.9,79.9,Tarjeta de crédito,Completada
2030,214,75,2024-07-22,4,142.36,569.44,Tarjeta de crédito,Completada
1944,453,75,2024-07-23,1,142.36,142.36,Tarjeta de crédito,Cancelada
1071,411,103,2024-07-23,4,535.68,2142.72,Tarjeta de crédito,Completada
1433,166,8,2024-07-23,2,129.5,259.0,Transferencia,Completada
2090,297,49,2024-07-23,1,190.42,190.42,Transferencia,Completada
1901,188,7,2024-07-23,4,44.62,178.48,Transferencia,Completada
318,467,71,2024-07-23,2,98.46,196.92,Tarjeta de crédito,Completada
617,55,13,2024-07-23,2,218.14,436.28,Tarjeta de débito,Completada
2021,413,18,2024-07-23,4,213.72,854.88,Transferencia,Completada
2696,218,62,2024-07-24,3,127.13,381.39,Tarjeta de crédito,Completada
1100,161,10,2024-07-24,1,146.44,146.44,Tarjeta de débito,Completada
464,428,129,2024-07-24,2,128.49,256.98,Tarjeta de crédito,Completada
2975,442,80,2024-07-24,2,79.9,159.8,Tarjeta de crédito,Completada
1774,294,6,2024-07-24,4,134.96,539.84,Transferencia,Completada
660,77,92,2024-07-24,1,96.79,96.79,Billetera virtual,Completada
1260,315,40,2024-07-25,4,130.98,523.92,Tarjeta de crédito,Completada
899,17,45,2024-07-25,4,85.76,343.04,Tarjeta de crédito,Completada
267,297,148,2024-07-25,4,273.49,1093.96,Tarjeta de crédito,Completada
1474,393,27,2024-07-25,3,53.58,160.74,Transferencia,Completada
58,112,73,2024-07-25,1,62.82,62.82,Billetera virtual,Completada
1160,289,64,2024-07-26,1,97.83,97.83,Tarjeta de débito,Completada
2415,10,15,2024-07-26,3,75.43,226.29,Billetera virtual,Completada
2291,199,84,2024-07-26,3,114.71,344.13,Tarjeta de débito,Completada
983,51,125,2024-07-26,4,116.4,465.6,Tarjeta de crédito,Cancelada
1441,391,54,2024-07-27,3,159.61,478.83,Tarjeta de crédito,Completada
2973,259,6,2024-07-27,2,134.96,269.92,Tarjeta de débito,Completada
1451,281,133,2024-07-27,1,713.32,713.32,Billetera virtual,Completada
2121,356,57,2024-07-27,4,34.93,139.72,Tarjeta de crédito,Completada
2136,172,111,2024-07-27,4,312.56,1250.24,Tarjeta de crédito,Completada
2954,396,40,2024-07-28,2,130.98,261.96,Tarjeta de débito,Cancelada
2813,487,32,2024-07-28,4,50.69,202.76,Tarjeta de crédito,Completada
837,121,63,2024-07-28,4,41.74,166.96,Tarjeta de débito,Completada
1132,462,85,2024-07-28,4,839.71,3358.84,Tarjeta de débito,Completada
578,152,121,2024-07-29,1,58.56,58.56,Tarjeta de crédito,Completada
66,392,9,2024-07-29,1,280.94,280.94,Tarjeta de crédito,Completada
623,262,106,2024-07-29,2,923.88,1847.76,Tarjeta de crédito,Completada
1452,53,63,2024-07-30,3,41.74,125.22,Tarjeta de crédito,Completada
1369,343,21,2024-08-01,4,441.16,1764.64,Billetera virtual,Cancelada
1072,491,38,2024-08-01,3,93.08,279.24,Tarjeta de débito,Cancelada
1117,226,150,2024-08-01,3,63.38,190.14,Tarjeta de crédito,Completada
330,355,125,2024-08-01,4,116.4,465.6,Tarjeta de débito,Completada
1756,448,22,2024-08-01,4,383.43,1533.72,Tarjeta de débito,Completada
752,475,68,2024-08-01,3,109.08,327.24,Tarjeta de crédito,Completada
2757,113,148,2024-08-02,2,273.49,546.98,Tarjeta de débito,Cancelada
2433,15,103,2024-08-02,3,535.68,1607.04,Tarjeta de crédito,Completada
981,466,42,2024-08-02,4,136.43,545.72,Tarjeta de crédito,Completada
2498,397,1,2024-08-02,3,11.53,34.59,Billetera virtual,Completada
1086,212,90,2024-08-02,4,52.39,209.56,Transferencia,Completada
1607,83,123,2024-08-03,4,78.6,314.4,Tarjeta de crédito,Completada
2721,393,109,2024-08-03,1,34.85,34.85,Tarjeta de débito,Completada
945,266,97,2024-08-03,4,578.69,2314.76,Tarjeta de crédito,Completada
2436,336,24,2024-08-03,1,231.71,231.71,Billetera virtual,Completada
1226,328,42,2024-08-04,1,136.43,136.43,Transferencia,Completada
658,118,107,2024-08-04,2,241.46,482.92,Tarjeta de crédito,Completada
834,51,147,2024-08-04,2,907.87,1815.74,Tarjeta de crédito,Completada
520,126,70,2024-08-04,1,99.49,99.49,Transferencia,Completada
1803,182,136,2024-08-05,3,355.5,1066.5,Billetera virtual,Completada
2872,224,110,2024-08-05,1,124.7,124.7,Tarjeta de débito,Completada
1235,210,103,2024-08-05,4,535.68,2142.72,Billetera virtual,Completada
2182,338,106,2024-08-05,3,923.88,2771.64,Billetera virtual,Completada
2178,99,114,2024-08-05,3,362.33,1086.99,Tarjeta de débito,Completada
1195,148,38,2024-08-05,4,93.08,372.32,Transferencia,Completada
550,439,16,2024-08-05,2,188.57,377.14,Billetera virtual,Completada
2422,111,12,2024-08-05,3,20.02,60.06,Tarjeta de débito,Cancelada
682,201,70,2024-08-05,1,99.49,99.49,Tarjeta de crédito,Completada
2428,487,32,2024-08-06,1,50.69,50.69,Transferencia,Completada
189,357,26,2024-08-06,2,171.04,342.08,Tarjeta de débito,Completada
1261,212,122,2024-08-06,1,140.01,140.01,Tarjeta de crédito,Completada
653,362,84,2024-08-06,2,114.71,229.42,Billetera virtual,Cancelada
890,158,94,2024-08-06,2,83.73,167.46,Tarjeta de crédito,Completada
2,448,29,2024-08-06,4,240.3,961.2,Tarjeta de débito,Completada
1916,311,36,2024-08-07,2,55.34,110.68,Tarjeta de crédito,Completada
1681,469,142,2024-08-07,4,641.1,2564.4,Billetera virtual,Completada
367,74,84,2024-08-08,2,114.71,229.42,Billetera virtual,Completada
1052,454,77,2024-08-09,3,36.9,110.7,Transferencia,Cancelada
1179,488,76,2024-08-10,4,111.18,444.72,Tarjeta de débito,Cancelada
1092,165,111,2024-08-11,3,312.56,937.68,Transferencia,Cancelada
1820,429,3,2024-08-11,3,292.23,876.69,Tarjeta de crédito,Completada
1098,365,111,2024-08-12,4,312.56,1250.24,Tarjeta de crédito,Completada
1974,217,71,2024-08-12,3,98.46,295.38,Transferencia,Completada
2709,138,70,2024-08-12,2,99.49,198.98,Billetera virtual,Completada
1342,402,144,2024-08-13,4,46.23,184.92,Tarjeta de crédito,Completada
2371,159,92,2024-08-13,3,96.79,290.37,Tarjeta de débito,Completada
1197,96,110,2024-08-13,2,124.7,249.4,Tarjeta de débito,Completada
302,264,123,2024-08-13,2,78.6,157.2,Tarjeta de crédito,Completada
677,160,41,2024-08-13,1,165.53,165.53,Transferencia,Completada
2247,360,126,2024-08-13,2,130.81,261.62,Tarjeta de crédito,Completada
1757,317,118,2024-08-14,1,34.12,34.12,Transferencia,Completada
2839,24,97,2024-08-14,3,578.69,1736.07,Tarjeta de débito,Completada
1428,277,33,2024-08-14,1,193.34,193.34,Tarjeta de débito,Completada
2094,286,14,2024-08-15,3,84.17,252.51,Tarjeta de débito,Cancelada
2014,440,69,2024-08-15,1,787.04,787.04,Transferencia,Completada
534,47,127,2024-08-15,2,354.42,708.84,Tarjeta de crédito,Completada
2918,433,148,2024-08-15,1,273.49,273.49,Tarjeta de crédito,Completada
2799,66,111,2024-08-15,4,312.56,1250.24,Tarjeta de débito,Completada
694,117,6,2024-08-16,2,134.96,269.92,Tarjeta de crédito,Completada
1361,352,60,2024-08-16,1,176.61,176.61,Tarjeta de crédito,Completada
1414,135,79,2024-08-16,4,409.24,1636.96,Tarjeta de débito,Completada
21,442,43,2024-08-17,3,296.19,888.57,Transferencia,Cancelada
158,462,32,2024-08-17,2,50.69,101.38,Tarjeta de crédito,Completada
1826,199,98,2024-08-17,3,265.91,797.73,Tarjeta de crédito,Completada
380,442,49,2024-08-17,4,190.42,761.68,Transferencia,Completada
1708,232,62,2024-08-17,2,127.13,254.26,Billetera virtual,Completada
2825,442,86,2024-08-17,1,213.88,213.88,Tarjeta de débito,Completada
815,80,126,2024-08-17,2,130.81,261.62,Tarjeta de crédito,Cancelada
923,432,55,2024-08-18,3,844.98,2534.94,Tarjeta de crédito,Completada
1620,367,8,2024-08-18,4,129.5,518.0,Tarjeta de débito,Completada
1201,50,130,2024-08-19,2,68.82,137.64,Tarjeta de débito,Completada
2542,133,78,2024-08-19,3,273.68,821.04,Tarjeta de crédito,Completada
132,67,35,2024-08-19,4,840.54,3362.16,Tarjeta de crédito,Completada
2419,405,4,2024-08-19,1,87.74,87.74,Tarjeta de crédito,Completada
1903,324,93,2024-08-19,2,260.51,521.02,Tarjeta de crédito,Completada
1841,254,132,2024-08-20,2,139.77,279.54,Tarjeta de crédito,Completada
1834,174,19,2024-08-20,3,92.82,278.46,Billetera virtual,Completada
810,489,58,2024-08-20,1,112.95,112.95,Tarjeta de crédito,Completada
2039,76,51,2024-08-21,3,139.26,417.78,Tarjeta de crédito,Completada
404,110,145,2024-08-21,2,1036.09,2072.18,Transferencia,Completada
2969,193,106,2024-08-21,2,923.88,1847.76,Tarjeta de débito,Cancelada
2506,287,28,2024-08-21,2,170.65,341.3,Tarjeta de crédito,Completada
266,2,125,2024-08-21,4,116.4,465.6,Billetera virtual,Completada
2147,103,117,2024-08-21,2,553.19,1106.38,Tarjeta de crédito,Completada
2093,138,148,2024-08-22,1,273.49,273.49,Tarjeta de crédito,Cancelada
117,381,121,2024-08-22,1,58.56,58.56,Tarjeta de crédito,Completada
450,33,28,2024-08-22,3,170.65,511.95,Tarjeta de crédito,Completada
222,66,15,2024-08-22,1,75.43,75.43,Billetera virtual,Completada
2214,488,145,2024-08-22,2,1036.09,2072.18,Tarjeta de débito,Completada
1101,2,119,2024-08-23,4,350.27,1401.08,Tarjeta de crédito,Completada
1811,366,42,2024-08-23,1,136.43,136.43,Tarjeta de crédito,Completada
2462,173,113,2024-08-23,1,261.05,261.05,Tarjeta de crédito,Completada
920,362,112,2024-08-23,1,79.2,79.2,Transferencia,Completada
648,322,96,2024-08-23,3,89.93,269.79,Tarjeta de débito,Completada
1604,389,1,2024-08-23,1,11.53,11.53,Billetera virtual,Completada
2488,437,66,2024-08-23,1,256.07,256.07,Tarjeta de crédito,Completada
1702,212,32,2024-08-24,4,50.69,202.76,Tarjeta de crédito,Completada
1666,368,42,2024-08-24,2,136.43,272.86,Tarjeta de crédito,Completada
1494,446,25,2024-08-24,4,76.75,307.0,Tarjeta de débito,Cancelada
2507,21,139,2024-08-24,2,75.42,150.84,Transferencia,Completada
703,241,47,2024-08-24,1,63.67,63.67,Tarjeta de crédito,Completada
1599,21,121,2024-08-24,2,58.56,117.12,Tarjeta de crédito,Completada
236,95,104,2024-08-24,2,85.81,171.62,Tarjeta de crédito,Completada
254,201,63,2024-08-25,1,41.74,41.74,Transferencia,Cancelada
1397,112,90,2024-08-25,2,52.39,104.78,Tarjeta de débito,Completada
2533,320,17,2024-08-26,4,111.6,446.4,Billetera virtual,Completada
757,66,22,2024-08-26,3,383.43,1150.29,Tarjeta de débito,Completada
1443,18,36,2024-08-27,2,55.34,110.68,Transferencia,Completada
933,391,136,2024-08-27,2,355.5,711.0,Tarjeta de débito,Completada
1121,22,47,2024-08-27,1,63.67,63.67,Tarjeta de débito,Completada
796,216,30,2024-08-28,1,221.66,221.66,Tarjeta de crédito,Completada
918,31,47,2024-08-28,4,63.67,254.68,Tarjeta de crédito,Cancelada
1886,223,147,2024-08-28,4,907.87,3631.48,Billetera virtual,Completada
2866,78,38,2024-08-28,4,93.08,372.32,Billetera virtual,Completada
801,447,71,2024-08-28,1,98.46,98.46,Transferencia,Completada
485,431,119,2024-08-29,4,350.27,1401.08,Tarjeta de débito,Completada
160,337,67,2024-08-29,4,17.83,71.32,Billetera virtual,Completada
152,392,93,2024-08-29,1,260.51,260.51,Tarjeta de crédito,Completada
198,343,66,2024-08-29,2,256.07,512.14,Transferencia,Completada
529,230,107,2024-08-30,4,241.46,965.84,Tarjeta de crédito,Completada
483,250,50,2024-08-30,3,169.82,509.46,Tarjeta de crédito,Completada
2792,432,22,2024-08-31,3,383.43,1150.29,Tarjeta de crédito,Completada
780,197,54,2024-08-31,1,159.61,159.61,Transferencia,Completada
1218,460,143,2024-08-31,3,248.99,746.97,Tarjeta de débito,Completada
2159,93,18,2024-08-31,2,213.72,427.44,Tarjeta de débito,Completada
1815,164,20,2024-08-31,3,110.57,331.71,Tarjeta de crédito,Cancelada
2395,367,43,2024-08-31,4,296.19,1184.76,Tarjeta de crédito,Completada
1744,73,59,2024-09-01,1,199.85,199.85,Tarjeta de crédito,Cancelada
2655,466,89,2024-09-01,1,149.38,149.38,Transferencia,Completada
1796,202,120,2024-09-01,3,206.18,618.54,Tarjeta de débito,Completada
2599,92,34,2024-09-01,1,218.05,218.05,Tarjeta de crédito,Cancelada
251,268,58,2024-09-02,4,112.95,451.8,Tarjeta de débito,Completada
929,227,34,2024-09-02,2,218.05,436.1,Tarjeta de crédito,Completada
39,190,5,2024-09-02,2,320.02,640.04,Tarjeta de crédito,Completada
1627,318,27,2024-09-02,2,53.58,107.16,Tarjeta de crédito,Completada
521,216,34,2024-09-02,3,218.05,654.15,Tarjeta de crédito,Completada
2795,20,73,2024-09-03,4,62.82,251.28,Tarjeta de débito,Completada
2798,288,91,2024-09-03,2,1005.99,2011.98,Tarjeta de crédito,Completada
686,49,32,2024-09-04,2,50.69,101.38,Transferencia,Completada
1832,25,121,2024-09-04,1,58.56,58.56,Tarjeta de débito,Completada
2316,202,130,2024-09-04,4,68.82,275.28,Tarjeta de crédito,Completada
265,295,92,2024-09-04,3,96.79,290.37,Tarjeta de crédito,Completada
1217,254,149,2024-09-04,4,163.12,652.48,Transferencia,Completada
1675,93,129,2024-09-04,3,128.49,385.47,Tarjeta de crédito,Completada
2756,284,33,2024-09-04,1,193.34,193.34,Tarjeta de crédito,Completada
2020,416,149,2024-09-05,2,163.12,326.24,Billetera virtual,Completada
786,496,18,2024-09-05,1,213.72,213.72,Tarjeta de débito,Completada
2143,175,18,2024-09-05,4,213.72,854.88,Tarjeta de crédito,Completada
2280,321,25,2024-09-05,2,76.75,153.5,Tarjeta de crédito,Completada
2081,324,67,2024-09-05,2,17.83,35.66,Transferencia,Completada
1743,73,22,2024-09-06,4,383.43,1533.72,Tarjeta de crédito,Completada
559,476,105,2024-09-06,4,61.73,246.92,Tarjeta de crédito,Completada
212,242,87,2024-09-06,3,167.49,502.47,Tarjeta de crédito,Completada
901,421,82,2024-09-06,1,106.99,106.99,Tarjeta de débito,Completada
2539,488,45,2024-09-07,3,85.76,257.28,Tarjeta de crédito,Completada
1589,58,8,2024-09-07,1,129.5,129.5,Tarjeta de crédito,Completada
2771,292,91,2024-09-08,2,1005.99,2011.98,Tarjeta de débito,Completada
1859,430,85,2024-09-08,3,839.71,2519.13,Transferencia,Completada
1068,402,31,2024-09-08,2,72.17,144.34,Transferencia,Completada
2046,189,107,2024-09-08,3,241.46,724.38,Tarjeta de crédito,Completada
659,415,136,2024-09-09,4,355.5,1422.0,Billetera virtual,Completada
631,334,58,2024-09-09,1,112.95,112.95,Billetera virtual,Completada
811,382,73,2024-09-09,2,62.82,125.64,Billetera virtual,Completada
2688,252,80,2024-09-10,3,79.9,239.7,Tarjeta de débito,Completada
1928,182,81,2024-09-10,4,1144.0,4576.0,Tarjeta de crédito,Completada
2109,142,69,2024-09-11,4,787.04,3148.16,Billetera virtual,Completada
1249,3,6,2024-09-12,2,134.96,269.92,Tarjeta de débito,Completada
345,458,1,2024-09-12,4,11.53,46.12,Tarjeta de débito,Completada
2187,237,40,2024-09-12,1,130.98,130.98,Transferencia,Completada
2380,34,98,2024-09-13,3,265.91,797.73,Tarjeta de débito,Completada
779,367,142,2024-09-13,3,641.1,1923.3,Tarjeta de crédito,Cancelada
606,145,4,2024-09-13,3,87.74,263.22,Tarjeta de crédito,Completada
2691,10,61,2024-09-13,2,52.25,104.5,Transferencia,Completada
903,40,95,2024-09-14,1,127.07,127.07,Billetera virtual,Completada
86,22,139,2024-09-14,3,75.42,226.26,Tarjeta de crédito,Completada
2898,48,100,2024-09-15,2,270.08,540.16,Transferencia,Completada
1838,399,143,2024-09-15,2,248.99,497.98,Tarjeta de débito,Completada
525,448,55,2024-09-15,4,844.98,3379.92,Billetera virtual,Completada
2320,250,103,2024-09-15,1,535.68,535.68,Tarjeta de crédito,Completada
2749,281,144,2024-09-15,2,46.23,92.46,Tarjeta de crédito,Completada
9,125,68,2024-09-15,1,109.08,109.08,Tarjeta de débito,Completada
1379,113,75,2024-09-16,3,142.36,427.08,Tarjeta de débito,Completada
2297,186,49,2024-09-16,1,190.42,190.42,Tarjeta de débito,Completada
646,303,49,2024-09-16,4,190.42,761.68,Tarjeta de crédito,Completada
2212,180,100,2024-09-16,2,270.08,540.16,Tarjeta de crédito,Completada
1721,304,114,2024-09-16,2,362.33,724.66,Tarjeta de crédito,Completada
2052,183,29,2024-09-17,1,240.3,240.3,Billetera virtual,Completada
1147,2,11,2024-09-17,1,221.91,221.91,Transferencia,Completada
2189,396,19,2024-09-17,2,92.82,185.64,Tarjeta de crédito,Completada
1460,124,46,2024-09-17,4,458.9,1835.6,Tarjeta de crédito,Completada
1389,441,114,2024-09-17,3,362.33,1086.99,Tarjeta de débito,Completada
2264,227,74,2024-09-18,1,650.9,650.9,Tarjeta de débito,Completada
2139,358,22,2024-09-19,2,383.43,766.86,Tarjeta de débito,Completada
2892,218,1,2024-09-19,3,11.53,34.59,Tarjeta de débito,Completada
2165,403,103,2024-09-19,2,535.68,1071.36,Tarjeta de crédito,Completada
2446,7,32,2024-09-19,3,50.69,152.07,Billetera virtual,Completada
2870,271,47,2024-09-19,1,63.67,63.67,Tarjeta de crédito,Completada
1224,412,131,2024-09-19,3,114.24,342.72,Tarjeta de débito,Completada
1594,244,85,2024-09-19,4,839.71,3358.84,Billetera virtual,Completada
2120,316,132,2024-09-20,3,139.77,419.31,Tarjeta de débito,Completada
2904,84,86,2024-09-21,2,213.88,427.76,Tarjeta de crédito,Completada
2363,426,64,2024-09-21,2,97.83,195.66,Tarjeta de crédito,Completada
2942,227,17,2024-09-21,2,111.6,223.2,Tarjeta de débito,Completada
2873,54,108,2024-09-21,1,340.46,340.46,Transferencia,Completada
827,107,23,2024-09-22,1,824.07,824.07,Tarjeta de crédito,Completada
926,225,99,2024-09-22,1,530.66,530.66,Tarjeta de débito,Completada
2319,375,141,2024-09-22,1,608.51,608.51,Billetera virtual,Completada
562,352,99,2024-09-23,1,530.66,530.66,Tarjeta de crédito,Completada
2772,231,73,2024-09-23,4,62.82,251.28,Tarjeta de crédito,Completada
1157,303,15,2024-09-23,3,75.43,226.29,Tarjeta de crédito,Completada
2042,98,73,2024-09-23,2,62.82,125.64,Tarjeta de débito,Completada
777,423,10,2024-09-24,1,146.44,146.44,Transferencia,Completada
1480,24,104,2024-09-24,2,85.81,171.62,Tarjeta de débito,Completada
2329,148,72,2024-09-24,4,91.98,367.92,Transferencia,Completada
2649,366,6,2024-09-24,1,134.96,134.96,Transferencia,Completada
2276,390,1,2024-09-26,3,11.53,34.59,Tarjeta de crédito,Completada
2277,78,133,2024-09-26,1,713.32,713.32,Tarjeta de crédito,Completada
1795,354,63,2024-09-26,4,41.74,166.96,Tarjeta de crédito,Completada
729,47,75,2024-09-27,2,142.36,284.72,Tarjeta de crédito,Completada
103,90,32,2024-09-27,1,50.69,50.69,Billetera virtual,Completada
1373,82,101,2024-09-27,2,27.42,54.84,Transferencia,Completada
1499,107,20,2024-09-27,4,110.57,442.28,Billetera virtual,Completada
1654,99,97,2024-09-28,4,578.69,2314.76,Transferencia,Completada
359,32,68,2024-09-28,1,109.08,109.08,Tarjeta de crédito,Completada
92,454,2,2024-09-28,4,148.77,595.08,Transferencia,Completada
2623,368,100,2024-09-29,1,270.08,270.08,Tarjeta de débito,Completada
2229,30,132,2024-09-29,4,139.77,559.08,Tarjeta de débito,Completada
1351,15,69,2024-09-29,2,787.04,1574.08,Tarjeta de débito,Completada
2530,276,17,2024-09-29,1,111.6,111.6,Billetera virtual,Completada
1232,424,125,2024-09-29,2,116.4,232.8,Tarjeta de débito,Completada
1547,115,71,2024-09-30,4,98.46,393.84,Tarjeta de crédito,Completada
2601,293,50,2024-09-30,3,169.82,509.46,Billetera virtual,Completada
788,372,38,2024-09-30,4,93.08,372.32,Transferencia,Completada
1467,337,46,2024-09-30,1,458.9,458.9,Billetera virtual,Completada
508,338,136,2024-10-01,1,355.5,355.5,Tarjeta de crédito,Completada
2965,470,138,2024-10-01,2,10.96,21.92,Transferencia,Completada
355,197,14,2024-10-02,2,84.17,168.34,Tarjeta de débito,Completada
2322,85,58,2024-10-02,3,112.95,338.85,Tarjeta de crédito,Completada
2458,257,144,2024-10-02,4,46.23,184.92,Transferencia,Completada
357,482,38,2024-10-02,4,93.08,372.32,Tarjeta de débito,Cancelada
2899,50,117,2024-10-03,1,553.19,553.19,Billetera virtual,Completada
187,143,47,2024-10-03,4,63.67,254.68,Billetera virtual,Completada
1483,431,80,2024-10-03,2,79.9,159.8,Tarjeta de crédito,Completada
2727,382,92,2024-10-03,4,96.79,387.16,Tarjeta de crédito,Completada
2339,295,26,2024-10-03,2,171.04,342.08,Tarjeta de débito,Completada
96,183,68,2024-10-04,4,109.08,436.32,Tarjeta de débito,Completada
1221,456,35,2024-10-04,4,840.54,3362.16,Tarjeta de débito,Completada
112,397,137,2024-10-04,3,245.63,736.89,Tarjeta de débito,Completada
2744,323,142,2024-10-04,4,641.1,2564.4,Tarjeta de crédito,Completada
2515,64,86,2024-10-04,3,213.88,641.64,Tarjeta de débito,Completada
1032,500,123,2024-10-05,1,78.6,78.6,Tarjeta de crédito,Completada
1250,201,129,2024-10-05,2,128.49,256.98,Tarjeta de crédito,Completada
2494,190,79,2024-10-05,3,409.24,1227.72,Tarjeta de crédito,Completada
2388,28,86,2024-10-06,2,213.88,427.76,Transferencia,Completada
1871,398,35,2024-10-06,3,840.54,2521.62,Tarjeta de crédito,Completada
2885,186,106,2024-10-06,1,923.88,923.88,Billetera virtual,Completada
2112,240,91,2024-10-07,1,1005.99,1005.99,Tarjeta de débito,Completada
1996,393,44,2024-10-07,3,85.25,255.75,Billetera virtual,Completada
181,304,117,2024-10-07,2,553.19,1106.38,Tarjeta de crédito,Completada
1006,118,48,2024-10-08,4,97.9,391.6,Tarjeta de débito,Completada
2540,26,46,2024-10-08,1,458.9,458.9,Tarjeta de crédito,Completada
1563,35,96,2024-10-09,4,89.93,359.72,Transferencia,Completada
1558,269,84,2024-10-09,1,114.71,114.71,Tarjeta de crédito,Cancelada
2323,38,66,2024-10-09,3,256.07,768.21,Transferencia,Completada
956,257,145,2024-10-09,3,1036.09,3108.27,Transferencia,Cancelada
2089,34,110,2024-10-09,3,124.7,374.1,Transferencia,Completada
2268,332,48,2024-10-10,4,97.9,391.6,Tarjeta de débito,Completada
586,397,44,2024-10-10,4,85.25,341.0,Tarjeta de crédito,Completada
1429,74,6,2024-10-11,1,134.96,134.96,Tarjeta de crédito,Completada
962,264,88,2024-10-11,3,53.48,160.44,Tarjeta de débito,Completada
2207,142,74,2024-10-11,1,650.9,650.9,Tarjeta de crédito,Completada
451,493,79,2024-10-11,4,409.24,1636.96,Tarjeta de crédito,Completada
1190,466,101,2024-10-11,1,27.42,27.42,Tarjeta de crédito,Completada
442,413,72,2024-10-12,3,91.98,275.94,Tarjeta de crédito,Completada
1481,247,28,2024-10-12,1,170.65,170.65,Transferencia,Completada
797,462,36,2024-10-13,2,55.34,110.68,Tarjeta de débito,Completada
2051,317,20,2024-10-13,1,110.57,110.57,Transferencia,Completada
1003,124,22,2024-10-13,3,383.43,1150.29,Tarjeta de débito,Cancelada
2894,315,107,2024-10-13,3,241.46,724.38,Tarjeta de crédito,Completada
2608,419,65,2024-10-13,1,88.86,88.86,Tarjeta de crédito,Completada
